merchant_id,category,city,years_active,credit_tier,monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk,credit_score,score_trajectory,projected_score_3months,recommendation_eligible,recommendation_max_amount,recommendation_interest_rate,recommendation_tenure_months,recommendation_tier
MID_0780,Travel,Surat,0.8,excellent,413194.49,0.0764,0.9125,0.0144,0.0049,1.3876,0.6017,0.7577,1.4924,0.0483,3583.5652,1729.1672,0.936,0.0343,0.1681,829,"[811, 814, 824, 843, 860, 829]",851,True,2000000,12.5,24.0,Premium
MID_0781,Pharmacy,Pune,5.7,excellent,436115.89,0.0972,0.8632,0.0151,0.0066,1.8988,0.5045,0.7807,1.5382,0.0217,4345.4623,772.9251,0.9379,0.0113,0.119,815,"[779, 773, 769, 787, 782, 815]",857,True,2000000,12.5,24.0,Premium
MID_0782,EdTech,Hyderabad,1.3,excellent,201309.22,0.2276,0.9736,0.0295,0.0059,1.7525,0.6841,0.9444,1.8553,0.054,1633.4988,1164.3575,0.9077,0.023,0.2125,857,"[816, 824, 826, 846, 856, 857]",876,True,2000000,12.5,24.0,Premium
MID_0783,Clothing,Chennai,6.5,average,68600.93,0.0312,0.6027,0.1381,0.0186,2.5869,0.3355,0.5977,1.2458,0.1423,1313.0922,287.9825,0.6884,0.108,0.3936,711,"[683, 694, 714, 713, 736, 711]",731,True,1000000,15.0,18.0,Standard
MID_0784,SaaS,Bangalore,5.5,good,256672.43,0.145,0.8438,0.0404,0.0054,2.1299,0.3177,0.6618,1.5609,0.0963,2106.3324,797.1508,0.7408,0.054,0.2181,787,"[762, 776, 783, 791, 808, 787]",826,True,1000000,15.0,18.0,Standard
MID_0785,Auto Parts,Hyderabad,2.7,poor,47883.83,-0.0078,0.4394,0.2145,0.0304,4.8966,0.1228,0.2624,0.9206,0.2678,287.4143,112.8486,0.5637,0.2207,0.514,609,"[571, 576, 565, 573, 561, 609]",637,True,400000,18.5,12.0,Basic
MID_0786,Auto Parts,Delhi,2.2,poor,49820.42,-0.0132,0.4389,0.2356,0.0412,3.7654,0.1475,0.3527,1.1027,0.2203,615.1608,28.4885,0.5364,0.3547,0.6179,622,"[581, 603, 620, 622, 642, 622]",633,True,400000,18.5,12.0,Basic
MID_0787,SaaS,Surat,3.4,poor,15010.73,0.0158,0.4456,0.1788,0.0237,5.2388,0.1988,0.291,1.1381,0.1802,798.1673,93.3936,0.5605,0.25,0.6785,626,"[545, 557, 582, 577, 586, 626]",649,True,400000,18.5,12.0,Basic
MID_0788,Travel,Ahmedabad,7.8,average,133656.14,0.0288,0.6734,0.0613,0.0171,2.9047,0.1923,0.4129,1.0913,0.1814,356.3869,116.3791,0.6549,0.1254,0.5054,700,"[650, 653, 650, 670, 670, 700]",745,True,1000000,15.0,18.0,Standard
MID_0789,Salon,Hyderabad,4.2,excellent,282418.24,0.1635,0.9517,0.0207,0.0073,1.3814,0.6031,0.7837,1.7079,0.0263,1567.3723,1433.5564,0.8988,0.0452,0.2218,816,"[802, 819, 837, 835, 858, 816]",847,True,2000000,12.5,24.0,Premium
MID_0790,Pharmacy,Delhi,6.0,bad,22567.46,-0.0702,0.2178,0.2721,0.081,9.25,0.0519,0.1039,0.86,0.3979,250.432,18.5311,0.3237,0.637,0.6665,479,"[428, 428, 432, 440, 433, 479]",496,False,0,,,Ineligible
MID_0791,Grocery,Surat,3.9,average,93660.49,0.0117,0.5627,0.13,0.0101,2.0279,0.2348,0.4336,1.1487,0.1435,323.1862,90.523,0.6687,0.1965,0.4504,707,"[678, 667, 660, 648, 637, 707]",731,True,1000000,15.0,18.0,Standard
MID_0792,Salon,Ahmedabad,4.5,good,119364.62,0.124,0.7977,0.0574,0.0105,1.1946,0.423,0.6311,1.3623,0.0796,822.1848,632.6903,0.851,0.0725,0.3096,771,"[733, 726, 748, 762, 762, 771]",793,True,1000000,15.0,18.0,Standard
MID_0793,Restaurant,Kolkata,0.7,good,95933.86,0.1447,0.7891,0.0468,0.0115,2.8848,0.482,0.5538,1.2632,0.1082,920.4992,618.6303,0.7173,0.1031,0.2055,754,"[710, 725, 733, 718, 743, 754]",779,True,1000000,15.0,18.0,Standard
MID_0794,Clothing,Jaipur,1.6,excellent,248673.9,0.0575,0.9789,0.017,0.0078,1.1305,0.6162,0.7118,1.5644,0.0462,1201.5443,1393.8588,0.9298,0.0119,0.1113,819,"[775, 764, 758, 750, 742, 819]",836,True,2000000,12.5,24.0,Premium
MID_0795,Healthcare,Hyderabad,1.7,poor,20427.64,0.0082,0.4447,0.1568,0.0238,3.9128,0.1401,0.2656,1.101,0.2653,399.7378,15.5225,0.4107,0.2922,0.5945,634,"[579, 578, 580, 583, 595, 634]",659,True,400000,18.5,12.0,Basic
MID_0796,Grocery,Surat,4.6,average,48473.09,0.0272,0.5964,0.0924,0.0216,2.6692,0.2102,0.4644,1.2879,0.1371,632.2703,260.2363,0.5955,0.1917,0.428,701,"[634, 644, 646, 643, 638, 701]",734,True,1000000,15.0,18.0,Standard
MID_0797,Clothing,Hyderabad,3.5,average,77673.8,0.0089,0.6383,0.1394,0.0141,3.5294,0.2538,0.4499,1.07,0.1208,954.7283,219.2439,0.7074,0.1153,0.4768,705,"[660, 656, 676, 690, 714, 705]",724,True,1000000,15.0,18.0,Standard
MID_0798,Grocery,Delhi,3.0,excellent,558728.78,0.2227,0.9407,0.0226,0.0024,1.6253,0.6828,0.781,1.4488,0.0464,2525.462,791.3425,0.9474,0.0199,0.1867,833,"[760, 768, 776, 771, 780, 833]",877,True,2000000,12.5,24.0,Premium
MID_0799,Healthcare,Delhi,3.6,good,158513.38,0.143,0.7333,0.0497,0.0128,2.3116,0.4389,0.5677,1.2224,0.0848,1020.5481,191.5591,0.7106,0.0953,0.355,773,"[746, 764, 787, 808, 794, 773]",807,True,1000000,15.0,18.0,Standard
MID_0800,Travel,Chennai,4.8,excellent,766916.65,0.2458,0.9018,0.0159,0.0064,1.783,0.5605,0.746,1.7497,0.0535,3944.3941,1984.6911,0.9323,0.0255,0.2054,826,"[744, 733, 724, 746, 765, 826]",855,True,2000000,12.5,24.0,Premium
MID_0801,Restaurant,Hyderabad,3.5,average,88189.11,0.0465,0.7487,0.0688,0.0196,3.405,0.2452,0.4443,1.138,0.162,786.9472,214.7811,0.62,0.2067,0.3948,711,"[712, 702, 701, 716, 703, 711]",736,True,1000000,15.0,18.0,Standard
MID_0802,SaaS,Surat,2.5,average,127140.51,-0.0119,0.5953,0.0818,0.0141,2.9525,0.2932,0.5633,1.197,0.1205,1091.3465,178.7046,0.5671,0.1055,0.4627,699,"[658, 678, 683, 677, 664, 699]",743,True,400000,18.5,12.0,Basic
MID_0803,Retail,Delhi,3.5,bad,16320.3,-0.0866,0.3157,0.2208,0.0415,9.0905,0.0725,0.2369,0.9681,0.2885,235.3729,42.3857,0.246,0.4751,0.6798,556,"[479, 489, 475, 472, 462, 556]",578,True,100000,24.0,6.0,Micro
MID_0804,Grocery,Jaipur,7.2,bad,8352.39,-0.1899,0.189,0.215,0.0592,4.4481,0.0249,0.1613,0.9953,0.3012,343.0667,46.7664,0.1729,0.6262,0.7455,520,"[507, 496, 500, 494, 484, 520]",549,True,100000,24.0,6.0,Micro
MID_0805,Auto Parts,Mumbai,8.0,good,244155.03,0.1328,0.7459,0.0766,0.0106,2.3104,0.3579,0.5738,1.5202,0.0822,2080.0023,321.9797,0.8636,0.1147,0.215,758,"[731, 731, 731, 750, 743, 758]",803,True,1000000,15.0,18.0,Standard
MID_0806,Healthcare,Delhi,0.8,average,65256.79,0.0771,0.6815,0.0903,0.0217,3.9975,0.2088,0.5211,1.0357,0.1284,262.2507,224.5965,0.564,0.1403,0.4163,707,"[621, 609, 616, 634, 632, 707]",728,True,1000000,15.0,18.0,Standard
MID_0807,Healthcare,Ahmedabad,6.0,poor,8687.94,-0.0177,0.4151,0.2137,0.022,5.1228,0.15,0.3314,1.0534,0.2529,740.431,52.6832,0.4398,0.2508,0.6254,612,"[588, 597, 607, 621, 624, 612]",647,True,400000,18.5,12.0,Basic
MID_0808,Clothing,Pune,3.2,average,144215.75,0.0652,0.5868,0.1111,0.0113,2.3121,0.2487,0.5473,1.1085,0.1367,536.6877,267.2308,0.631,0.1796,0.3666,719,"[701, 686, 704, 709, 733, 719]",740,True,1000000,15.0,18.0,Standard
MID_0809,Grocery,Mumbai,6.4,average,117287.6,-0.0097,0.551,0.1375,0.0247,2.8237,0.2721,0.393,1.0816,0.1972,1187.6052,166.324,0.6412,0.1009,0.4315,689,"[682, 693, 683, 674, 665, 689]",708,True,400000,18.5,12.0,Basic
MID_0810,Grocery,Mumbai,4.5,average,143304.66,0.0326,0.6216,0.1085,0.0189,2.0639,0.2264,0.3886,1.2254,0.1268,986.9414,70.1137,0.6134,0.1938,0.4909,691,"[688, 704, 697, 721, 744, 691]",711,True,400000,18.5,12.0,Basic
MID_0811,Healthcare,Jaipur,4.9,bad,2106.48,-0.0362,0.2223,0.3599,0.0962,6.1563,0.0592,0.2467,0.8796,0.3822,134.0924,10.7432,0.2743,0.6054,0.6559,496,"[435, 433, 430, 440, 460, 496]",538,False,0,,,Ineligible
MID_0812,Healthcare,Delhi,7.5,good,235498.71,0.0733,0.7927,0.0666,0.0113,2.1012,0.3351,0.6783,1.4371,0.1148,1058.1816,369.8681,0.8361,0.0798,0.3825,777,"[711, 718, 734, 746, 735, 777]",815,True,1000000,15.0,18.0,Standard
MID_0813,Grocery,Hyderabad,6.7,average,106453.02,0.0119,0.6164,0.0859,0.0152,2.986,0.2433,0.5059,1.2094,0.1021,1187.4286,88.5088,0.7021,0.1001,0.4338,714,"[688, 709, 715, 732, 734, 714]",727,True,1000000,15.0,18.0,Standard
MID_0814,Salon,Pune,3.7,good,225183.61,0.0555,0.791,0.0322,0.009,1.2878,0.3829,0.7353,1.3091,0.0892,1247.1023,729.2428,0.7105,0.0686,0.327,762,"[708, 700, 709, 710, 706, 762]",803,True,1000000,15.0,18.0,Standard
MID_0815,Food Delivery,Bangalore,2.9,poor,8337.92,-0.0633,0.3924,0.2167,0.047,3.5223,0.1162,0.201,0.908,0.1912,596.6066,47.3205,0.5156,0.2616,0.7073,588,"[534, 530, 553, 575, 576, 588]",622,True,100000,24.0,6.0,Micro
MID_0816,Restaurant,Bangalore,2.6,good,96143.49,0.1496,0.7541,0.0629,0.0112,1.6759,0.42,0.6218,1.5655,0.1094,1305.3963,476.4742,0.8459,0.082,0.2453,789,"[763, 755, 776, 785, 774, 789]",830,True,1000000,15.0,18.0,Standard
MID_0817,Grocery,Bangalore,5.0,poor,9854.14,-0.0887,0.4567,0.2406,0.0253,3.3577,0.1621,0.3299,1.125,0.2335,246.9412,105.136,0.5419,0.2713,0.717,633,"[545, 539, 530, 517, 523, 633]",665,True,400000,18.5,12.0,Basic
MID_0818,Restaurant,Bangalore,1.6,average,104312.17,-0.0151,0.6653,0.1114,0.0132,3.238,0.2632,0.4872,1.1811,0.1002,1039.9659,87.7899,0.6489,0.141,0.3699,720,"[691, 687, 692, 698, 697, 720]",749,True,1000000,15.0,18.0,Standard
MID_0819,Restaurant,Ahmedabad,4.8,average,133183.09,0.0027,0.6071,0.1224,0.0209,3.9548,0.2032,0.4316,1.2887,0.1651,809.34,278.1727,0.6409,0.1091,0.4163,693,"[625, 642, 632, 628, 644, 693]",709,True,400000,18.5,12.0,Basic
MID_0820,Auto Parts,Delhi,5.5,bad,11665.26,-0.1532,0.257,0.2146,0.0506,6.8256,0.0917,0.1511,0.7375,0.4524,106.0423,8.8943,0.3111,0.4463,0.7869,511,"[435, 425, 413, 403, 407, 511]",549,True,100000,24.0,6.0,Micro
MID_0821,Restaurant,Kolkata,5.2,average,75894.65,0.0135,0.5771,0.0759,0.0173,3.0783,0.2796,0.3958,1.0414,0.1819,871.8618,113.9658,0.6371,0.1497,0.5323,685,"[653, 639, 625, 640, 643, 685]",710,True,400000,18.5,12.0,Basic
MID_0822,SaaS,Jaipur,4.7,average,136003.71,0.0503,0.5646,0.0715,0.0166,3.1989,0.2865,0.5673,1.114,0.1209,1462.1684,236.2911,0.641,0.1309,0.4482,719,"[668, 656, 680, 701, 723, 719]",735,True,1000000,15.0,18.0,Standard
MID_0823,Retail,Chennai,5.5,excellent,421895.09,0.1206,0.941,0.0218,0.0023,1.4451,0.6483,0.7551,1.9212,0.0225,1406.8996,529.5417,0.8864,0.0477,0.1331,824,"[747, 747, 770, 770, 774, 824]",867,True,2000000,12.5,24.0,Premium
MID_0824,Gym,Jaipur,2.7,average,46656.1,0.0614,0.6656,0.1167,0.0225,2.0434,0.2492,0.4104,1.0017,0.1413,368.498,187.5455,0.6056,0.1641,0.4168,713,"[692, 682, 685, 686, 691, 713]",737,True,1000000,15.0,18.0,Standard
MID_0825,Travel,Pune,5.8,average,107869.32,0.0016,0.687,0.0815,0.0121,2.262,0.1987,0.4762,1.2348,0.1371,205.6815,78.3095,0.5833,0.2072,0.4423,712,"[652, 665, 662, 661, 665, 712]",730,True,1000000,15.0,18.0,Standard
MID_0826,Pharmacy,Delhi,7.0,good,269162.04,0.0797,0.7526,0.0625,0.0103,1.1872,0.3906,0.6861,1.5734,0.119,860.0457,270.1108,0.78,0.0985,0.2312,772,"[707, 721, 722, 723, 737, 772]",794,True,1000000,15.0,18.0,Standard
MID_0827,Salon,Hyderabad,5.5,poor,47882.7,0.005,0.4481,0.1206,0.022,3.415,0.1753,0.2333,1.1054,0.2977,723.9389,90.6043,0.4691,0.2906,0.5591,629,"[558, 551, 566, 568, 571, 629]",640,True,400000,18.5,12.0,Basic
MID_0828,Healthcare,Jaipur,1.7,bad,15388.94,-0.1567,0.3309,0.3595,0.0818,6.2871,0.0881,0.1888,0.776,0.4818,361.7284,44.4519,0.2879,0.3572,0.8963,490,"[414, 434, 425, 435, 450, 490]",513,False,0,,,Ineligible
MID_0829,Pharmacy,Mumbai,6.7,bad,23026.85,-0.2322,0.3747,0.2729,0.0466,6.0699,0.092,0.2016,0.9684,0.4213,239.3127,7.1954,0.3689,0.5701,0.7943,538,"[511, 499, 486, 481, 480, 538]",580,True,100000,24.0,6.0,Micro
MID_0830,Pharmacy,Delhi,5.7,poor,16809.71,-0.0175,0.3737,0.187,0.0265,3.9309,0.1184,0.3113,0.9493,0.2674,108.4156,111.8283,0.4688,0.2572,0.562,631,"[579, 568, 590, 577, 597, 631]",647,True,400000,18.5,12.0,Basic
MID_0831,Salon,Surat,4.5,average,118289.12,0.0284,0.5706,0.0675,0.0155,3.8557,0.2521,0.5557,1.2933,0.1113,939.3753,162.2059,0.6914,0.1526,0.4658,697,"[667, 671, 657, 655, 641, 697]",741,True,400000,18.5,12.0,Basic
MID_0832,Clothing,Pune,1.9,good,236125.04,0.0964,0.7875,0.052,0.0065,1.7392,0.3729,0.5979,1.2237,0.0959,2426.1593,456.4259,0.7508,0.071,0.3319,780,"[716, 703, 715, 722, 718, 780]",825,True,1000000,15.0,18.0,Standard
MID_0833,Gym,Surat,7.0,excellent,742895.17,0.0905,0.8697,0.0255,0.0024,1.901,0.5655,0.8197,1.569,0.0437,4206.6999,599.5614,0.8912,0.0355,0.2217,806,"[784, 807, 809, 833, 818, 806]",828,True,2000000,12.5,24.0,Premium
MID_0834,Auto Parts,Mumbai,4.5,average,86645.67,0.0686,0.7185,0.1111,0.0215,2.4475,0.3271,0.5658,1.285,0.1793,809.8855,279.162,0.7115,0.1139,0.5258,711,"[698, 709, 731, 724, 740, 711]",749,True,1000000,15.0,18.0,Standard
MID_0835,Auto Parts,Delhi,1.6,excellent,258581.25,0.2215,0.8683,0.0189,0.003,1.2166,0.6195,0.713,1.8172,0.0393,4250.9333,1391.9872,0.9781,0.0138,0.1929,842,"[786, 794, 805, 794, 794, 842]",874,True,2000000,12.5,24.0,Premium
MID_0836,Healthcare,Kolkata,3.5,average,67428.98,0.0407,0.6947,0.0902,0.0228,2.3895,0.3124,0.3835,1.1845,0.1367,409.9199,254.2712,0.5979,0.1166,0.4849,702,"[645, 668, 661, 679, 687, 702]",727,True,1000000,15.0,18.0,Standard
MID_0837,SaaS,Mumbai,3.9,good,157604.83,0.1073,0.7874,0.0681,0.0083,2.5772,0.4173,0.5665,1.5723,0.0526,2255.2475,130.6994,0.7715,0.1063,0.2303,769,"[740, 748, 741, 737, 740, 769]",808,True,1000000,15.0,18.0,Standard
MID_0838,Food Delivery,Jaipur,7.4,good,185855.09,0.086,0.8342,0.0479,0.0139,2.2002,0.3216,0.6641,1.336,0.0564,1130.3728,269.7262,0.8613,0.0804,0.2826,783,"[717, 708, 728, 717, 742, 783]",801,True,1000000,15.0,18.0,Standard
MID_0839,Food Delivery,Kolkata,3.7,excellent,478507.45,0.1121,0.92,0.0179,0.0072,1.9016,0.6971,0.8245,1.39,0.0201,4205.5448,1440.571,0.9455,0.0363,0.1031,821,"[798, 814, 812, 821, 828, 821]",844,True,2000000,12.5,24.0,Premium
MID_0840,Food Delivery,Bangalore,4.2,excellent,715881.24,0.0906,0.8574,0.0293,0.0061,1.9884,0.5301,0.8052,1.7588,0.0287,3312.7453,1572.7289,0.9666,0.0425,0.1134,823,"[774, 783, 777, 784, 790, 823]",852,True,2000000,12.5,24.0,Premium
MID_0841,Food Delivery,Jaipur,7.8,good,282537.47,0.1433,0.7737,0.0776,0.0056,2.0875,0.4887,0.7012,1.4125,0.0535,2348.9877,134.5583,0.7473,0.0577,0.2887,776,"[723, 744, 730, 747, 735, 776]",813,True,1000000,15.0,18.0,Standard
MID_0842,EdTech,Delhi,3.1,bad,18605.29,-0.1803,0.2647,0.3744,0.0554,6.748,0.0203,0.1391,0.9153,0.2962,339.8731,49.9039,0.1584,0.4547,0.7871,511,"[496, 498, 520, 529, 539, 511]",529,True,100000,24.0,6.0,Micro
MID_0843,Retail,Jaipur,4.9,excellent,372791.14,0.1835,0.9288,0.0242,0.0039,1.8635,0.6119,0.8894,1.3727,0.0525,2593.9914,1442.1424,0.8628,0.0298,0.1597,839,"[810, 811, 806, 812, 834, 839]",850,True,2000000,12.5,24.0,Premium
MID_0844,Retail,Kolkata,7.1,poor,15527.86,0.0202,0.3895,0.1407,0.0328,4.3049,0.1418,0.352,0.9028,0.2779,236.3014,82.576,0.3697,0.2711,0.6797,617,"[571, 584, 608, 593, 590, 617]",647,True,400000,18.5,12.0,Basic
MID_0845,SaaS,Jaipur,1.3,good,298904.36,0.0824,0.7444,0.0461,0.011,1.992,0.3593,0.6598,1.194,0.089,2898.98,472.5408,0.7571,0.1139,0.3837,752,"[675, 698, 698, 703, 711, 752]",770,True,1000000,15.0,18.0,Standard
MID_0846,SaaS,Pune,7.0,good,117561.46,0.0893,0.7328,0.0357,0.0148,2.0512,0.3079,0.7246,1.2805,0.0531,2295.9983,228.545,0.7486,0.0963,0.2362,764,"[690, 693, 680, 674, 660, 764]",786,True,1000000,15.0,18.0,Standard
MID_0847,Restaurant,Delhi,1.3,poor,26104.78,-0.0983,0.4981,0.1709,0.0388,4.4802,0.1005,0.3659,0.9057,0.2726,520.5087,30.6697,0.3917,0.2409,0.5416,621,"[549, 540, 527, 543, 548, 621]",639,True,400000,18.5,12.0,Basic
MID_0848,Healthcare,Chennai,6.4,bad,16372.27,-0.1526,0.2149,0.4012,0.0671,5.4353,0.0956,0.2049,0.7865,0.2855,333.1404,27.2668,0.3298,0.3776,0.8105,513,"[462, 483, 495, 517, 512, 513]",557,True,100000,24.0,6.0,Micro
MID_0849,Auto Parts,Ahmedabad,6.4,good,168700.66,0.1422,0.755,0.0465,0.0057,1.7616,0.3858,0.6598,1.3682,0.1076,1384.8396,711.7989,0.7358,0.0998,0.2535,767,"[697, 719, 718, 725, 727, 767]",803,True,1000000,15.0,18.0,Standard
MID_0850,Food Delivery,Ahmedabad,2.1,bad,21292.33,-0.131,0.2101,0.2073,0.0798,6.7643,0.0492,0.1601,0.9773,0.4782,151.7547,12.1581,0.3533,0.4726,0.851,501,"[439, 459, 473, 498, 511, 501]",513,True,100000,24.0,6.0,Micro
MID_0851,Pharmacy,Mumbai,6.2,poor,25369.62,-0.0923,0.5787,0.1241,0.0252,3.8074,0.1356,0.3612,0.902,0.2441,296.2549,111.3654,0.5244,0.3365,0.6248,638,"[568, 558, 582, 580, 590, 638]",648,True,400000,18.5,12.0,Basic
MID_0852,Clothing,Jaipur,7.4,excellent,255177.71,0.1618,0.8957,0.0206,0.0057,1.6891,0.609,0.775,1.5404,0.0463,4829.5701,369.5839,0.8773,0.0191,0.1097,830,"[776, 789, 807, 822, 831, 830]",861,True,2000000,12.5,24.0,Premium
MID_0853,Clothing,Delhi,6.5,poor,12406.27,-0.0815,0.5011,0.1949,0.0282,5.6068,0.1281,0.2406,1.0152,0.217,485.9525,103.2517,0.4375,0.233,0.6469,599,"[551, 544, 557, 556, 553, 599]",625,True,100000,24.0,6.0,Micro
MID_0854,Freelancer,Kolkata,7.8,poor,48287.26,-0.0186,0.4845,0.1621,0.0224,4.9967,0.1908,0.2757,0.9894,0.2858,253.9437,62.6443,0.3572,0.3377,0.5299,634,"[582, 585, 585, 610, 601, 634]",664,True,400000,18.5,12.0,Basic
MID_0855,Food Delivery,Ahmedabad,3.3,average,115209.49,0.0669,0.5834,0.094,0.0232,2.3476,0.2521,0.493,1.1577,0.1511,1218.5969,154.9396,0.5772,0.1707,0.5366,687,"[633, 619, 638, 660, 668, 687]",724,True,400000,18.5,12.0,Basic
MID_0856,Travel,Ahmedabad,7.6,good,95136.4,0.0629,0.8185,0.0595,0.0064,2.6418,0.4829,0.6908,1.3094,0.0659,2509.5725,763.35,0.8714,0.0572,0.3563,783,"[753, 750, 749, 771, 783, 783]",796,True,1000000,15.0,18.0,Standard
MID_0857,Electronics,Pune,5.1,good,177826.93,0.026,0.8287,0.0576,0.0129,1.4751,0.3493,0.5765,1.2809,0.076,1446.4918,229.3638,0.8097,0.0488,0.2662,773,"[708, 696, 715, 709, 706, 773]",806,True,1000000,15.0,18.0,Standard
MID_0858,Clothing,Delhi,7.1,average,123438.87,0.0464,0.6671,0.0987,0.0202,2.2144,0.1827,0.4124,1.1754,0.1949,1416.9659,197.2887,0.6163,0.1939,0.4179,695,"[629, 648, 638, 648, 663, 695]",736,True,400000,18.5,12.0,Basic
MID_0859,Clothing,Surat,1.7,excellent,535918.13,0.1294,0.967,0.0336,0.0041,1.6794,0.5588,0.821,1.841,0.0344,3172.4962,1428.4004,0.9134,0.0277,0.1438,838,"[756, 775, 763, 759, 746, 838]",859,True,2000000,12.5,24.0,Premium
MID_0860,Restaurant,Bangalore,6.3,good,325886.15,0.0517,0.7991,0.0606,0.0139,2.4896,0.3619,0.6192,1.1276,0.0916,1757.4973,416.8124,0.7714,0.059,0.3558,760,"[690, 691, 704, 716, 713, 760]",779,True,1000000,15.0,18.0,Standard
MID_0861,Clothing,Kolkata,4.6,excellent,200580.13,0.0987,0.9214,0.014,0.0022,1.0485,0.6376,0.725,1.4712,0.035,1222.3102,758.9079,0.8694,0.0139,0.1803,823,"[775, 782, 775, 789, 809, 823]",866,True,2000000,12.5,24.0,Premium
MID_0862,Retail,Kolkata,2.2,poor,18800.16,-0.0265,0.5035,0.1312,0.0482,4.4367,0.1095,0.2837,0.9032,0.2849,514.7577,47.1569,0.4618,0.2868,0.5102,602,"[580, 596, 620, 642, 645, 602]",629,True,400000,18.5,12.0,Basic
MID_0863,EdTech,Pune,7.0,excellent,567903.01,0.1566,0.9289,0.0131,0.0025,1.0064,0.5428,0.8912,1.9175,0.0434,1138.1139,676.6965,0.9335,0.0245,0.2402,835,"[777, 777, 767, 759, 761, 835]",873,True,2000000,12.5,24.0,Premium
MID_0864,Gym,Delhi,5.7,average,85670.93,0.055,0.7193,0.0792,0.0153,2.2131,0.3062,0.5483,1.1145,0.1776,907.0736,284.3885,0.6133,0.1593,0.4418,733,"[696, 714, 701, 715, 709, 733]",761,True,1000000,15.0,18.0,Standard
MID_0865,Freelancer,Kolkata,7.7,good,332590.2,0.1351,0.7481,0.0512,0.0123,1.0017,0.4903,0.5721,1.5028,0.0791,741.9058,308.7332,0.8127,0.0482,0.2371,769,"[731, 733, 754, 755, 760, 769]",803,True,1000000,15.0,18.0,Standard
MID_0866,Pharmacy,Kolkata,4.5,average,105476.82,0.0702,0.7354,0.0773,0.0183,3.5588,0.2193,0.3862,1.1624,0.1486,984.3568,206.5811,0.6183,0.1272,0.5186,707,"[699, 715, 729, 752, 741, 707]",747,True,1000000,15.0,18.0,Standard
MID_0867,Auto Parts,Mumbai,3.4,average,65619.57,-0.0156,0.6028,0.0902,0.024,2.2903,0.196,0.4995,1.0511,0.1514,564.9956,72.2601,0.5827,0.1105,0.3728,702,"[636, 655, 659, 672, 678, 702]",745,True,1000000,15.0,18.0,Standard
MID_0868,Freelancer,Chennai,6.7,average,64537.81,0.0414,0.6749,0.0646,0.0124,3.7365,0.1981,0.4073,1.0837,0.1854,1227.6857,296.8396,0.6105,0.1885,0.4606,686,"[633, 636, 640, 651, 663, 686]",716,True,400000,18.5,12.0,Basic
MID_0869,Salon,Hyderabad,1.2,average,131023.18,-0.0032,0.6422,0.1364,0.0225,2.8973,0.2103,0.5707,1.1243,0.1419,596.6148,146.7354,0.633,0.1673,0.3642,711,"[672, 681, 689, 697, 698, 711]",731,True,1000000,15.0,18.0,Standard
MID_0870,Travel,Mumbai,1.4,good,344932.74,0.0849,0.7882,0.0547,0.0069,2.3665,0.3343,0.6278,1.5012,0.0984,1553.9792,184.374,0.8508,0.0462,0.3228,762,"[759, 756, 765, 752, 757, 762]",794,True,1000000,15.0,18.0,Standard
MID_0871,Travel,Chennai,3.3,poor,33210.47,-0.0556,0.4469,0.2458,0.046,5.0402,0.19,0.3206,1.1077,0.2014,695.428,119.915,0.4001,0.3138,0.532,617,"[579, 575, 593, 606, 599, 617]",631,True,400000,18.5,12.0,Basic
MID_0872,Freelancer,Chennai,6.7,poor,52524.46,0.0176,0.3744,0.2114,0.0255,3.5636,0.1773,0.2267,1.0355,0.2127,518.7639,52.5908,0.3725,0.2374,0.67,612,"[567, 554, 549, 569, 587, 612]",655,True,400000,18.5,12.0,Basic
MID_0873,Freelancer,Pune,6.3,average,112852.9,0.0229,0.6823,0.089,0.0218,3.0768,0.2031,0.4411,1.2188,0.1562,1174.0358,197.3914,0.5799,0.1129,0.4467,687,"[643, 632, 633, 621, 641, 687]",727,True,400000,18.5,12.0,Basic
MID_0874,Clothing,Kolkata,3.9,average,44325.33,0.0279,0.5953,0.0835,0.0102,3.8398,0.232,0.5231,1.1939,0.1735,1428.6254,64.455,0.6548,0.2055,0.5179,708,"[685, 677, 672, 669, 690, 708]",752,True,1000000,15.0,18.0,Standard
MID_0875,Retail,Chennai,2.7,good,303680.93,0.0919,0.8565,0.0378,0.0149,1.0616,0.4386,0.5989,1.5184,0.0757,2244.2666,315.3552,0.774,0.0961,0.3876,781,"[723, 722, 746, 731, 749, 781]",810,True,1000000,15.0,18.0,Standard
MID_0876,Gym,Pune,1.9,average,119943.06,0.0697,0.6435,0.0856,0.0225,2.2685,0.3226,0.5978,1.2053,0.1624,861.1421,254.4095,0.6155,0.1091,0.5304,701,"[669, 679, 671, 679, 704, 701]",722,True,1000000,15.0,18.0,Standard
MID_0877,Clothing,Ahmedabad,3.4,good,280909.66,0.1418,0.7877,0.0387,0.0067,1.6939,0.3463,0.6267,1.3843,0.0565,663.5625,675.9041,0.8408,0.0553,0.3354,789,"[719, 715, 726, 717, 702, 789]",810,True,1000000,15.0,18.0,Standard
