monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk,years_active,credit_score,credit_tier
30821.2,0.0257,0.5303,0.2321,0.0335,5.4473,0.1694,0.3556,1.0646,0.3141,626.0599,106.1541,0.3923,0.3565,0.5361,3.4,605,poor
44065.55,-0.0075,0.534,0.1685,0.0201,4.4484,0.1789,0.3102,0.9528,0.2266,561.0659,92.3373,0.4661,0.2956,0.6957,3.6,642,poor
201242.86,0.1015,0.8467,0.0537,0.0138,2.8581,0.4828,0.6718,1.2155,0.0721,1977.2342,414.4899,0.7541,0.0922,0.2077,0.8,789,good
326164.7,0.0911,0.7867,0.0551,0.0145,2.5893,0.428,0.6112,1.4001,0.0536,2972.171,249.3902,0.819,0.063,0.2232,6.5,785,good
22636.29,-0.0145,0.5045,0.174,0.0472,3.6123,0.0997,0.2215,1.1329,0.2233,479.6237,72.6115,0.3658,0.3769,0.6921,1.5,587,poor
569439.85,0.1057,0.8608,0.0337,0.0035,1.3879,0.4973,0.9362,1.8077,0.0564,3405.4363,1944.9598,0.9496,0.0497,0.1243,4.0,824,excellent
46386.17,0.0421,0.6467,0.1069,0.0205,3.9523,0.3066,0.5636,1.2801,0.1781,924.6951,159.0418,0.6048,0.1443,0.53,6.3,690,average
41155.25,-0.027,0.3768,0.1377,0.0348,5.9884,0.1671,0.275,1.0562,0.1845,684.6587,48.292,0.4218,0.348,0.5646,1.1,595,poor
120085.82,0.0207,0.5552,0.0828,0.0128,2.1862,0.2034,0.4955,1.1799,0.11,347.3864,293.4062,0.6806,0.1382,0.3747,3.2,712,average
128601.77,0.0458,0.5701,0.0923,0.024,2.6238,0.3293,0.4005,1.1,0.1741,377.9591,64.5219,0.7106,0.1005,0.5283,7.0,709,average
649531.62,0.1441,0.9447,0.0138,0.0062,1.8222,0.6206,0.7596,1.5855,0.0473,4475.3055,1238.0434,0.9449,0.0437,0.1739,5.8,827,excellent
42968.64,-0.0669,0.4892,0.1202,0.0234,4.7722,0.1696,0.3521,1.0442,0.294,506.1429,116.5533,0.4072,0.328,0.5508,5.1,613,poor
239008.99,0.0391,0.8237,0.0362,0.0087,2.9545,0.3757,0.6538,1.2375,0.0964,2644.3906,202.1408,0.7701,0.055,0.3332,3.6,756,good
111082.36,0.0573,0.7654,0.0389,0.0127,1.9465,0.4525,0.5631,1.3272,0.0712,1060.7893,240.6468,0.8555,0.1072,0.3927,4.4,764,good
118184.67,0.0072,0.6817,0.124,0.0212,2.0406,0.2764,0.5747,1.0724,0.1283,1252.6232,237.0116,0.6636,0.1667,0.4727,5.9,713,average
121276.0,0.0598,0.8423,0.0426,0.013,2.1724,0.4258,0.684,1.5803,0.0896,1392.2188,365.9451,0.8124,0.1112,0.2649,0.5,770,good
225174.43,0.1495,0.7316,0.064,0.0148,1.8826,0.3271,0.6976,1.2092,0.0568,1141.1413,742.7424,0.7736,0.1193,0.3286,7.0,776,good
108045.68,0.0496,0.5513,0.1274,0.0223,2.4327,0.25,0.4528,1.0266,0.1583,1402.2544,112.1942,0.6226,0.1419,0.4214,5.7,699,average
121926.37,0.0799,0.8259,0.0413,0.0063,1.2358,0.4824,0.5908,1.4136,0.1116,1248.9841,580.7318,0.7277,0.0451,0.3802,2.0,761,good
49535.64,0.0514,0.6927,0.1307,0.018,3.8018,0.2806,0.5916,1.1757,0.133,788.9717,255.4816,0.651,0.1793,0.3931,3.8,703,average
142151.8,0.0675,0.5731,0.1156,0.0235,2.4595,0.299,0.5889,1.0339,0.1479,1382.1329,190.9722,0.6754,0.1162,0.4536,3.3,702,average
254051.0,0.1277,0.727,0.0545,0.0134,1.2794,0.458,0.6898,1.1447,0.0603,1605.8691,395.4857,0.8141,0.0464,0.352,1.2,783,good
38593.71,-0.0895,0.5082,0.1825,0.0442,4.3169,0.1873,0.3425,0.9143,0.2683,778.0506,17.7133,0.3844,0.2636,0.5834,1.7,623,poor
15479.14,0.0072,0.4165,0.2008,0.0213,4.1383,0.0848,0.2956,0.9066,0.2639,101.9569,42.435,0.4065,0.2622,0.5751,4.4,622,poor
52253.75,-0.0512,0.3596,0.2129,0.0388,3.1591,0.1049,0.2902,1.114,0.2582,532.6638,97.5849,0.3539,0.3124,0.64,3.2,610,poor
20364.43,-0.0047,0.5713,0.2037,0.0364,4.4209,0.1857,0.2548,0.9485,0.2805,231.3788,83.013,0.4419,0.2436,0.6481,7.4,621,poor
656477.94,0.219,0.906,0.0131,0.0077,1.2518,0.5655,0.7102,1.5731,0.0578,3452.8558,482.0096,0.973,0.0249,0.1436,6.2,822,excellent
313955.55,0.1322,0.8021,0.078,0.0103,2.8325,0.3045,0.5952,1.1545,0.0669,2243.5154,463.1228,0.8495,0.062,0.3451,4.0,768,good
26914.05,0.0077,0.4093,0.161,0.0413,4.1842,0.1066,0.2311,0.9255,0.1932,519.8986,70.2522,0.5159,0.3417,0.6198,2.1,604,poor
24956.24,-0.1093,0.2762,0.3896,0.0596,6.336,0.0569,0.1651,0.8222,0.4016,352.4056,45.1321,0.1525,0.4054,0.8551,5.9,491,bad
124483.83,0.0623,0.6692,0.1368,0.0236,3.8333,0.33,0.5296,1.1175,0.161,649.5303,270.3298,0.563,0.1724,0.5117,5.3,702,average
15014.39,-0.072,0.4885,0.1392,0.0272,3.8251,0.1205,0.2169,0.9638,0.1851,622.211,91.7264,0.3799,0.2965,0.7069,2.0,614,poor
682978.57,0.0536,0.8555,0.0158,0.0079,1.5203,0.5008,0.7976,1.9192,0.0235,4459.1878,249.0851,0.87,0.0282,0.1481,1.4,795,excellent
147422.26,0.0421,0.7468,0.1265,0.0144,3.9263,0.1997,0.4469,1.1664,0.1794,1480.691,242.8632,0.6082,0.1285,0.5226,3.7,707,average
405968.06,0.1629,0.942,0.0341,0.003,1.1818,0.4539,0.9488,1.9943,0.0433,1495.5244,1561.1937,0.9418,0.035,0.1939,5.0,835,excellent
77258.21,0.0184,0.7404,0.0799,0.015,2.2059,0.1836,0.4901,1.0929,0.1619,1467.3099,90.5573,0.5798,0.1228,0.387,2.7,722,average
85136.17,0.0218,0.7283,0.1114,0.0126,2.4318,0.2755,0.5988,1.0684,0.1607,623.5115,212.2613,0.7043,0.178,0.5297,1.7,727,average
255021.21,0.1304,0.7436,0.0595,0.0086,2.3531,0.3868,0.6032,1.4918,0.0768,1445.7403,384.8475,0.7131,0.1063,0.203,5.1,763,good
125403.18,0.0964,0.8437,0.0725,0.0077,2.798,0.4709,0.7165,1.1821,0.1027,502.4454,567.4014,0.7925,0.088,0.3815,6.3,791,good
545834.01,0.066,0.9319,0.0122,0.0062,1.0543,0.5519,0.7443,1.7407,0.0278,3246.3422,997.9645,0.9034,0.0157,0.2095,3.3,812,excellent
44853.94,-0.0063,0.5539,0.1239,0.0212,2.9842,0.2863,0.4843,1.1153,0.1048,409.2634,221.8129,0.6523,0.1923,0.4027,6.2,695,average
10902.72,-0.1425,0.3818,0.3161,0.0523,9.9767,0.0926,0.1953,0.7236,0.3159,182.9403,14.8492,0.247,0.5976,0.8949,2.0,509,bad
20630.48,-0.1757,0.1852,0.2989,0.0706,9.8385,0.0276,0.1268,0.9985,0.332,121.7116,16.2557,0.1734,0.4911,0.6771,0.9,476,bad
263731.98,0.0539,0.8689,0.051,0.0107,1.6803,0.4659,0.7069,1.4434,0.0807,2394.6961,706.6085,0.7417,0.1058,0.2486,4.5,781,good
80325.46,0.0727,0.5738,0.0983,0.0109,3.7218,0.2644,0.5781,1.1555,0.1808,1318.1314,44.0201,0.68,0.1451,0.3787,4.6,702,average
77711.44,-0.005,0.5646,0.1121,0.0241,2.1455,0.277,0.452,1.1194,0.1457,972.4225,50.2531,0.6504,0.1927,0.4037,7.5,696,average
146010.58,0.0398,0.6883,0.1006,0.0144,2.26,0.33,0.4543,1.2206,0.1512,1018.3708,208.2904,0.5982,0.1542,0.4591,5.5,724,average
6292.71,-0.0352,0.263,0.2951,0.0447,7.6841,0.0776,0.1928,0.8384,0.4143,222.3649,29.389,0.3471,0.5224,0.7591,4.5,543,bad
119036.83,0.0592,0.6237,0.1156,0.0232,3.3271,0.3275,0.5462,1.117,0.1728,631.44,158.7252,0.5565,0.1808,0.3836,0.5,691,average
109137.8,-0.0067,0.6565,0.1061,0.014,2.7828,0.3273,0.5706,1.0584,0.196,1400.9025,282.9794,0.6078,0.1197,0.3659,2.7,708,average
65681.17,0.0408,0.6873,0.0682,0.0229,3.8792,0.1981,0.5363,1.1108,0.1026,1039.5671,174.9231,0.7126,0.2139,0.4617,2.2,700,average
52877.14,-0.0221,0.3879,0.1459,0.045,4.0008,0.1083,0.3746,0.9215,0.231,376.1715,24.2618,0.4175,0.2194,0.6821,1.1,601,poor
7541.43,-0.0553,0.3243,0.3608,0.0465,9.7023,0.0834,0.086,0.8062,0.3805,265.5016,47.6589,0.1781,0.5275,0.7682,0.8,515,bad
15966.03,-0.04,0.344,0.304,0.0973,9.1842,0.0667,0.1506,0.9263,0.3986,147.8383,43.8167,0.1818,0.5618,0.7776,7.2,491,bad
21587.22,-0.0274,0.3531,0.307,0.0599,4.8168,0.0881,0.23,0.7129,0.4564,180.3763,15.3308,0.2989,0.4196,0.8896,1.5,550,bad
124058.42,0.0482,0.6068,0.0827,0.0178,3.2338,0.2456,0.5164,1.215,0.1144,1452.0239,219.4938,0.7092,0.1508,0.5298,5.3,714,average
309993.92,0.2127,0.942,0.0342,0.0017,1.1337,0.6591,0.7316,1.7246,0.0551,3509.6211,1328.4415,0.9311,0.0124,0.2107,7.6,841,excellent
143146.8,0.0655,0.7943,0.043,0.0147,2.1241,0.3531,0.5771,1.1774,0.09,581.7344,199.712,0.7162,0.1053,0.371,5.5,748,good
207565.64,0.1132,0.7548,0.0582,0.0108,1.3723,0.4676,0.5559,1.1909,0.0609,2887.982,736.7491,0.7385,0.073,0.2342,3.9,770,good
254708.02,0.1363,0.7525,0.0578,0.0081,1.8358,0.3978,0.6789,1.4686,0.1118,1047.1651,665.7693,0.7522,0.1154,0.3142,5.8,762,good
45716.85,0.0131,0.6833,0.1077,0.0214,3.8213,0.3022,0.4271,1.2124,0.1818,379.758,287.3214,0.7108,0.1623,0.3761,4.8,708,average
95567.7,0.074,0.727,0.1015,0.0176,3.1378,0.2394,0.4263,1.222,0.1705,683.8508,173.727,0.5814,0.1765,0.4289,2.5,716,average
39852.54,-0.0134,0.717,0.073,0.0132,3.4559,0.3328,0.5709,1.0069,0.1149,950.345,242.5973,0.6741,0.1704,0.4196,6.9,716,average
42771.37,0.0767,0.579,0.0639,0.0123,2.3036,0.2152,0.406,1.206,0.17,798.4482,161.3037,0.6622,0.1064,0.4712,2.1,695,average
6324.36,-0.1067,0.3324,0.2093,0.0743,6.5887,0.047,0.1711,0.8981,0.3802,356.9054,41.5067,0.3286,0.3811,0.8411,6.2,510,bad
89295.44,0.127,0.751,0.0723,0.0149,1.7,0.3761,0.7082,1.5052,0.1015,503.0902,751.4905,0.8288,0.0855,0.269,5.0,773,good
381641.3,0.0476,0.7243,0.0771,0.0139,2.557,0.3051,0.748,1.5651,0.0796,1404.5564,213.3677,0.7415,0.0796,0.2121,3.3,741,good
349000.71,0.1276,0.8295,0.0621,0.0072,2.4207,0.3571,0.5999,1.1623,0.0931,2769.9513,383.878,0.7893,0.1131,0.328,3.1,781,good
723149.29,0.1002,0.9064,0.0133,0.0049,1.7692,0.6493,0.8285,1.3271,0.0211,4628.1651,1626.5539,0.922,0.014,0.1598,4.1,818,excellent
354844.37,0.0622,0.861,0.0253,0.0039,1.1017,0.4635,0.8782,1.5325,0.0588,4214.588,717.9055,0.9761,0.0482,0.1738,7.0,813,excellent
53266.51,0.0361,0.6168,0.14,0.0221,3.554,0.2832,0.4144,1.243,0.1939,1398.56,257.966,0.7012,0.1524,0.3798,5.0,682,average
200520.9,0.0733,0.9081,0.0246,0.0043,1.9139,0.4593,0.8873,1.4839,0.0294,4026.7453,1193.6623,0.9567,0.0325,0.205,5.2,824,excellent
49771.28,0.0208,0.4409,0.1988,0.0497,4.9166,0.1578,0.2437,1.0476,0.2759,669.5657,55.1332,0.478,0.2527,0.5904,2.7,593,poor
85248.03,0.0391,0.6078,0.1055,0.0117,3.2211,0.3172,0.3947,1.2468,0.1264,1348.4525,260.5116,0.7125,0.1167,0.3929,2.1,712,average
21734.79,-0.011,0.5227,0.1943,0.0379,5.6549,0.1736,0.2987,0.9367,0.1957,783.2079,116.0645,0.5181,0.2968,0.6377,7.6,635,poor
27968.04,-0.0333,0.5632,0.1942,0.0332,4.5205,0.1325,0.2025,0.9431,0.2937,281.6505,19.9163,0.4591,0.2852,0.5206,3.9,631,poor
275137.0,0.0928,0.8007,0.0532,0.0125,2.1572,0.4998,0.736,1.3386,0.0945,1167.8362,512.1892,0.7413,0.0494,0.3809,2.5,778,good
109944.23,0.141,0.813,0.0729,0.0116,2.2824,0.3363,0.678,1.5424,0.1148,2255.0276,298.128,0.8098,0.0707,0.2497,3.0,775,good
265986.24,0.0558,0.8075,0.03,0.0147,2.9203,0.4557,0.6032,1.3001,0.0988,1069.8802,128.7616,0.7785,0.1188,0.279,4.8,777,good
38133.45,0.0059,0.5797,0.2335,0.0414,3.3239,0.1056,0.3583,1.1236,0.2278,786.7088,19.598,0.4085,0.3001,0.5208,3.2,638,poor
41001.3,-0.0644,0.5312,0.1741,0.0454,4.4101,0.1688,0.3972,1.1328,0.1891,461.0511,88.5204,0.4867,0.3032,0.6203,5.4,624,poor
39160.33,0.0195,0.4941,0.2431,0.0364,4.8494,0.1446,0.377,0.9622,0.3165,377.0793,79.9472,0.4513,0.3675,0.5839,6.4,626,poor
386108.52,0.1356,0.7271,0.0357,0.0097,1.845,0.4456,0.5954,1.398,0.1027,1888.0985,376.42,0.7758,0.0599,0.3952,8.0,756,good
8290.28,-0.2392,0.3801,0.4497,0.0809,5.6438,0.0922,0.2265,0.884,0.3749,193.6611,19.7094,0.2502,0.3985,0.855,2.7,491,bad
9090.18,-0.083,0.5471,0.168,0.044,5.6277,0.174,0.3879,0.9461,0.2386,590.4189,20.6902,0.4412,0.2601,0.6338,6.4,601,poor
72646.3,0.0564,0.6727,0.0912,0.0116,2.3538,0.3006,0.402,1.1118,0.1972,854.3686,288.7018,0.6407,0.162,0.4276,5.7,721,average
143670.36,0.0244,0.7071,0.0611,0.022,2.8922,0.349,0.4699,1.0789,0.1164,1255.5857,59.7963,0.6742,0.2103,0.3607,1.8,710,average
16118.66,0.0278,0.568,0.1427,0.0238,5.0152,0.1634,0.2512,0.9811,0.2155,657.8411,117.8946,0.4117,0.2057,0.7078,3.1,643,poor
115830.38,0.0531,0.6483,0.1352,0.021,3.9666,0.2566,0.5783,1.1194,0.1206,1063.8475,207.7169,0.6653,0.12,0.3839,2.6,718,average
22687.61,-0.0071,0.3947,0.1703,0.0498,5.9366,0.119,0.32,1.1074,0.2173,725.656,49.7575,0.4028,0.255,0.5079,7.7,605,poor
166119.71,0.1392,0.8729,0.0431,0.0093,2.6517,0.3421,0.657,1.2808,0.0546,2006.9185,252.2099,0.8268,0.0842,0.2031,3.1,791,good
35354.12,-0.0447,0.4849,0.1869,0.0247,5.6602,0.1629,0.2134,1.1483,0.224,505.1426,28.9487,0.4602,0.2494,0.5989,6.0,617,poor
101324.64,-0.0037,0.5971,0.1054,0.0115,3.9516,0.3475,0.5251,1.15,0.1392,1261.9848,285.3624,0.6463,0.218,0.4534,6.7,690,average
211473.23,0.0349,0.8656,0.0554,0.0113,2.3429,0.4116,0.7104,1.3404,0.077,528.0102,158.528,0.7532,0.0698,0.3594,5.7,783,good
44053.08,-0.0285,0.3818,0.1609,0.0323,5.9473,0.118,0.3488,0.9244,0.1805,613.3347,119.4314,0.4551,0.3353,0.7015,2.6,617,poor
82122.4,-0.0108,0.5526,0.1118,0.0237,2.5982,0.1947,0.3999,1.2522,0.1993,492.2341,113.3701,0.6873,0.165,0.3701,7.8,696,average
75173.19,0.0526,0.6629,0.0924,0.0158,2.9182,0.1826,0.4315,1.13,0.1555,1367.0179,187.0957,0.6303,0.2194,0.4821,2.0,702,average
208901.42,0.1363,0.9412,0.0396,0.0042,1.9634,0.5805,0.8398,1.9109,0.0352,2071.4478,341.5867,0.9611,0.0404,0.2471,2.3,841,excellent
333825.36,0.1704,0.9519,0.0129,0.0057,1.8348,0.5879,0.7701,1.726,0.0437,4747.8546,984.3364,0.873,0.0156,0.2415,5.5,829,excellent
251584.62,0.1286,0.771,0.069,0.0063,2.6898,0.3283,0.7189,1.2836,0.1081,2275.7665,112.6433,0.8322,0.0451,0.2799,3.1,785,good
137413.47,0.0685,0.606,0.0647,0.0173,3.3039,0.3351,0.4937,1.0483,0.1262,788.4112,63.4233,0.7189,0.1087,0.5383,7.4,729,average
15268.72,-0.0559,0.3715,0.2273,0.089,4.517,0.0349,0.0937,0.964,0.4437,129.5945,41.7623,0.3326,0.366,0.7924,4.8,507,bad
324195.59,0.1109,0.7563,0.0623,0.013,2.0438,0.3826,0.6611,1.2067,0.11,1361.5344,516.6246,0.7502,0.0778,0.2231,4.8,753,good
137841.94,0.1207,0.8262,0.0502,0.0118,1.1374,0.4785,0.5927,1.5408,0.1053,1399.8576,279.2235,0.8375,0.1059,0.2675,0.8,780,good
13092.63,-0.1242,0.3919,0.2795,0.0537,9.5268,0.0838,0.1872,0.9549,0.3693,98.2649,7.1345,0.2268,0.4837,0.7611,7.2,505,bad
300003.3,0.0339,0.7989,0.065,0.0123,2.3322,0.42,0.7279,1.1499,0.0558,750.2927,645.2364,0.8695,0.0476,0.3973,4.6,767,good
8425.94,-0.0337,0.3206,0.4496,0.0936,8.0012,0.0346,0.2332,0.9355,0.478,175.0705,48.2891,0.1524,0.608,0.8399,2.9,455,bad
32709.98,0.0635,0.57,0.0954,0.0129,2.2583,0.2811,0.3909,1.1062,0.1743,1076.2928,207.4175,0.7053,0.18,0.5158,3.0,719,average
21700.37,-0.1515,0.2766,0.3747,0.0856,4.3865,0.0634,0.1866,0.973,0.4902,396.67,20.1565,0.2915,0.6176,0.89,3.1,494,bad
497739.13,0.2386,0.9681,0.0264,0.0015,1.3869,0.5598,0.7657,1.8448,0.0558,4983.6869,1101.7169,0.9403,0.015,0.2335,0.6,830,excellent
265804.37,0.1196,0.8514,0.0248,0.0079,1.3131,0.4825,0.7978,1.5001,0.0384,1870.0389,1247.8033,0.9316,0.0365,0.1859,3.0,804,excellent
690628.66,0.1582,0.9688,0.0253,0.0027,1.1515,0.6757,0.7221,1.5748,0.0288,1371.5405,1869.5331,0.8866,0.0371,0.2437,3.2,834,excellent
24962.52,-0.0486,0.4031,0.2296,0.0326,5.4123,0.1015,0.2019,1.0736,0.2441,347.6062,34.5866,0.4088,0.377,0.6958,6.0,578,poor
46096.55,-0.0778,0.4311,0.2384,0.0436,4.5668,0.1892,0.359,1.0716,0.2592,403.6144,96.1443,0.4657,0.2381,0.5817,1.2,595,poor
51149.25,0.0192,0.4601,0.2195,0.041,5.5742,0.0881,0.4154,1.0522,0.2016,736.0304,65.3571,0.3896,0.2916,0.573,5.8,622,poor
127713.48,0.0029,0.6825,0.0724,0.0138,2.5548,0.2628,0.4413,1.0634,0.1132,1174.0979,176.4742,0.5687,0.1506,0.5407,4.5,709,average
633966.85,0.1496,0.9606,0.0138,0.0071,1.2437,0.6295,0.7104,1.8438,0.0252,1192.8556,803.8373,0.8561,0.0201,0.1296,2.1,840,excellent
46651.99,-0.0153,0.5779,0.1317,0.0405,5.4389,0.1974,0.2163,0.9746,0.3011,128.6136,114.2135,0.4839,0.372,0.548,2.2,605,poor
33220.84,-0.0144,0.6312,0.1308,0.0245,2.8354,0.3449,0.4665,1.2862,0.1877,252.7532,100.8056,0.617,0.1184,0.4641,7.5,691,average
143098.19,0.0742,0.7214,0.0624,0.0088,1.9072,0.3259,0.5838,1.1673,0.1117,793.6779,306.8624,0.7264,0.0573,0.2822,5.0,763,good
116431.09,-0.0102,0.6746,0.0926,0.0196,3.4487,0.3343,0.5365,1.1974,0.1571,694.3461,97.3568,0.6451,0.1966,0.5275,7.6,717,average
626527.45,0.0655,0.9418,0.021,0.0057,1.4995,0.457,0.945,1.487,0.0545,4069.1205,902.7278,0.9397,0.037,0.1749,7.6,819,excellent
144932.96,0.0071,0.6273,0.1183,0.0217,2.7646,0.3172,0.4748,1.2718,0.1126,430.2082,114.2432,0.5538,0.1837,0.3516,3.8,710,average
17870.29,0.0109,0.4051,0.1789,0.0494,3.4101,0.1242,0.3578,1.1468,0.2172,369.3642,112.9781,0.4158,0.3796,0.7098,3.5,608,poor
90603.89,-0.0096,0.7315,0.1323,0.0104,3.2912,0.3042,0.4891,1.1592,0.1356,417.1159,282.2995,0.5635,0.1876,0.4393,3.6,710,average
41510.56,-0.0118,0.3612,0.1846,0.0393,3.4908,0.1578,0.3795,0.9063,0.2541,657.6428,106.9078,0.5387,0.2401,0.5978,2.4,625,poor
60511.42,-0.0918,0.5633,0.1678,0.0395,4.9749,0.0855,0.2056,0.938,0.2999,224.727,28.4425,0.4211,0.2576,0.6458,6.6,591,poor
89380.35,0.0358,0.7805,0.0473,0.0121,2.0362,0.3782,0.7313,1.1134,0.0951,1939.0337,541.8173,0.7872,0.0597,0.2256,4.2,772,good
95521.17,-0.0199,0.6227,0.0979,0.0204,3.7888,0.3214,0.552,1.0677,0.1227,754.8679,171.8917,0.7152,0.1563,0.3683,1.9,722,average
50333.52,-0.01,0.679,0.1362,0.0247,2.4445,0.3437,0.5291,1.1896,0.1183,316.5327,263.3478,0.6633,0.201,0.4369,1.2,700,average
300658.15,0.0222,0.737,0.0604,0.0075,1.3079,0.412,0.6841,1.4703,0.0608,2539.217,793.5687,0.8136,0.0547,0.3469,1.6,756,good
89583.25,0.0072,0.6867,0.0993,0.0116,2.4726,0.2625,0.4494,1.257,0.195,1203.8213,209.8323,0.6051,0.1016,0.482,1.0,704,average
234952.76,0.067,0.7602,0.0336,0.0067,2.2524,0.3135,0.5673,1.5887,0.0687,693.7329,636.499,0.8212,0.0664,0.2543,2.9,769,good
258125.39,0.2453,0.9367,0.0121,0.0071,1.4961,0.484,0.8654,1.4048,0.0229,1647.4984,638.5716,0.9431,0.0462,0.193,6.6,838,excellent
234756.83,0.0706,0.8423,0.053,0.0084,2.1536,0.4061,0.6743,1.4244,0.0794,1093.0786,546.1817,0.7374,0.0905,0.3143,7.9,778,good
224865.05,0.0639,0.9595,0.0332,0.0044,1.3781,0.6983,0.8408,1.6193,0.0569,2815.7394,1479.7396,0.8502,0.0268,0.1842,1.4,823,excellent
282213.63,0.0244,0.8573,0.0317,0.0091,1.706,0.4398,0.6441,1.1188,0.1017,2937.6287,495.5324,0.811,0.117,0.2883,3.4,779,good
130176.68,0.0738,0.753,0.045,0.0149,2.7067,0.4228,0.7332,1.4104,0.0892,1924.7919,334.7794,0.7708,0.1138,0.2828,3.1,757,good
380661.66,0.0966,0.8405,0.0421,0.0121,2.7154,0.3552,0.6402,1.2132,0.1117,2692.6836,284.656,0.7946,0.0941,0.3315,5.1,755,good
4438.58,-0.2137,0.3918,0.4494,0.0856,6.6733,0.0249,0.1095,0.9581,0.4476,217.6256,18.5611,0.3459,0.4543,0.7218,4.9,483,bad
603501.49,0.0947,0.8571,0.0108,0.0073,1.8746,0.4767,0.8947,1.4428,0.0546,2199.9375,908.2681,0.8963,0.0383,0.1587,3.4,807,excellent
50579.09,0.0496,0.6293,0.0777,0.0111,3.8691,0.2736,0.3906,1.0614,0.189,447.6418,145.9229,0.7086,0.1889,0.3567,5.8,701,average
33032.32,0.0352,0.7303,0.136,0.0147,3.4157,0.2039,0.5693,1.1144,0.1583,265.1599,270.3915,0.6611,0.1776,0.5445,6.4,701,average
145006.51,0.0222,0.6177,0.0959,0.0151,3.7443,0.3368,0.4151,1.0603,0.152,399.3134,246.234,0.5516,0.1019,0.416,1.7,688,average
353859.26,0.0769,0.7883,0.0688,0.0111,1.6947,0.4628,0.5998,1.4742,0.0621,2104.3874,247.4266,0.7141,0.1123,0.382,6.4,766,good
19603.35,-0.0638,0.3493,0.4293,0.041,6.7253,0.033,0.1078,0.9391,0.3444,358.378,7.632,0.3373,0.5667,0.8791,3.9,538,bad
52488.16,-0.0762,0.4107,0.1702,0.0392,3.6822,0.1847,0.297,1.0972,0.2457,203.8366,68.1079,0.5642,0.2324,0.5697,5.2,636,poor
270639.54,0.1423,0.8471,0.035,0.0058,2.9587,0.3238,0.6416,1.3568,0.0665,1366.639,581.852,0.7749,0.1135,0.3228,2.4,785,good
96342.97,0.0052,0.621,0.1079,0.021,3.7948,0.1986,0.4024,1.0527,0.1905,1428.9504,234.594,0.5925,0.1669,0.3864,3.1,693,average
7646.96,-0.0299,0.395,0.2469,0.0288,4.3285,0.1886,0.2041,1.0256,0.2526,456.0022,75.9116,0.426,0.2488,0.5046,7.3,624,poor
11824.51,-0.104,0.2023,0.4369,0.0759,5.8992,0.0387,0.1114,0.9764,0.3843,328.1766,12.2008,0.2325,0.3961,0.7546,5.2,486,bad
58682.55,-0.0466,0.3597,0.1969,0.0295,4.9945,0.1498,0.2512,0.9611,0.2736,668.6548,82.804,0.3896,0.312,0.5653,2.9,592,poor
140865.56,-0.0156,0.6648,0.1281,0.0134,3.7111,0.1909,0.5213,1.053,0.1152,1434.6839,84.9529,0.563,0.1899,0.4523,2.2,682,average
258864.91,0.0276,0.7695,0.0453,0.0063,2.6736,0.3002,0.7089,1.1888,0.115,2788.9157,448.4796,0.8149,0.0784,0.3664,1.3,767,good
43492.13,-0.0059,0.736,0.1247,0.0127,2.3866,0.1829,0.5318,1.0136,0.1163,528.8163,96.4091,0.7153,0.1338,0.4471,2.1,729,average
298410.75,0.0344,0.8079,0.0329,0.0138,1.8445,0.3042,0.6876,1.184,0.0501,513.4566,755.3723,0.8346,0.0831,0.2387,1.2,780,good
227058.89,0.1253,0.7473,0.0689,0.0127,1.1249,0.3902,0.6568,1.3161,0.1076,2390.7163,753.4937,0.8544,0.0542,0.3112,4.6,785,good
55549.93,0.0187,0.5225,0.2198,0.0253,4.3646,0.1097,0.3215,1.1413,0.1952,781.2032,34.9366,0.5027,0.3424,0.5442,5.3,639,poor
19883.42,-0.0889,0.2515,0.4239,0.0696,4.5698,0.0235,0.2084,0.917,0.4616,108.4669,33.5662,0.3649,0.5068,0.8641,2.9,499,bad
58239.99,0.0493,0.62,0.0998,0.021,2.0333,0.3018,0.541,1.2104,0.1377,1104.7105,253.7136,0.6408,0.1916,0.4723,4.8,720,average
31006.47,0.0244,0.6096,0.0709,0.0229,2.0449,0.2256,0.4845,1.2294,0.1412,967.3454,299.2241,0.5607,0.1525,0.4737,5.5,699,average
127008.57,0.0602,0.7194,0.069,0.0169,2.578,0.2579,0.5876,1.103,0.1399,955.9825,250.1911,0.5682,0.1457,0.5053,1.1,711,average
460025.58,0.1293,0.8877,0.0281,0.0014,1.8399,0.4948,0.8337,1.4769,0.0408,4034.7243,200.9806,0.964,0.0329,0.1285,1.7,811,excellent
9333.71,0.0203,0.4528,0.1682,0.0204,3.0019,0.0855,0.2759,0.9976,0.275,171.2758,108.3035,0.5291,0.2641,0.5447,3.6,654,poor
84821.92,0.0521,0.5539,0.0695,0.0171,2.8289,0.2893,0.3877,1.0339,0.175,756.0448,271.0245,0.5709,0.1277,0.5338,4.8,707,average
11428.76,-0.0689,0.1815,0.2809,0.0607,7.5841,0.0898,0.1033,0.9797,0.449,114.4829,43.4799,0.1787,0.3524,0.709,1.7,510,bad
48460.25,0.0648,0.7136,0.1028,0.0147,2.9782,0.1939,0.4102,1.0999,0.1348,332.1156,222.3944,0.6965,0.1715,0.3507,2.2,703,average
